Location,Rating,Comment,Transaction Date and Time,Transaction Value,feedback_id,,
Albany  ,5,The staff are friendly,21/10/2024 8:22:00 AM,$20.80,4976358,,
Hastings  ,4,More keto or sugar free options,21/10/2024 8:25:00 AM,$6.50,4976359,,
Glen Eden,3,Coffee was good,21/10/2024 7:33:00 AM,$5.30,4976360,,
Rotorua,5,Beautifully made coffe and amazing friendly service by an elderly Maori lady (sorry i do not know her name),21/10/2024 8:24:00 AM,$5.00,4976364,,
Albany ,4,I dunno.,21/10/2024 8:42:00 AM,$5.30,4976365,,
Henderson,4,Have more staff,21/10/2024 8:27:00 AM,$12.80,4976378,,
MT Wellington  ,5,"My breakfast was beautifully presented, and tasted as good as it looked",21/10/2024 7:01:00 AM,$26.30,4976387,,
Ellerslie ,5,The staff are very friendly and helpful,21/10/2024 8:51:00 AM,$22.30,4976388,,
Rosebank Road,5,GREAT SERVICE,21/10/2024 8:43:00 AM,$19.20,4976390,,
Marlborough  ,5,"Warm welcome, excellent coffee ...",19/10/2024 11:53:00 AM,$27.60,4976393,,
Palmerston Nth,5,"Food is delicious, coffee & iced chocolates are so yummy. Staff are very friendly.",21/10/2024 8:30:00 AM,$15.00,4976395,,
Newtown,5,Friendly staff and quick service,21/10/2024 8:44:00 AM,$0.00,4976396,,
Palmerston Nth ,5,good coffee,21/10/2024 8:19:00 AM,$8.60,4976403,,
Queenstown  ,5,Great fast service,21/10/2024 7:28:00 AM,$4.80,4976407,,
Glen Eden,5,The normal friendly good service and the excellent good quality food,21/10/2024 7:45:00 AM,$27.80,4976408,,
Manukau  ,5,Fine service good all round,21/10/2024 9:09:00 AM,$35.00,4976413,,
Dunedin  ,5,Great friendly staff and service,21/10/2024 7:37:00 AM,$10.10,4976415,,
Riccarton,5,Delicious cheese scones,21/10/2024 9:14:00 AM,$21.90,4976417,,
Invercargill,5,lovely staff,21/10/2024 8:21:00 AM,$9.70,4976418,,
Palmerston Nth ,5,Very helpful staff and great with the kids,21/10/2024 9:12:00 AM,$24.00,4976419,,
Cambridge  ,4,"Coffee was a bit too hot - maybe it’s hotter in a takeaway cup, but struggled to hold it.",21/10/2024 8:53:00 AM,$0.00,4976422,,
Papanui  ,5,The coffee is always a constant flavor and the service and the people are grateful,20/10/2024 8:40:00 AM,$5.30,4976424,,
Takanini  ,5,Coffee always great.The food really tasty.,21/10/2024 8:36:01 AM,$18.30,4976428,,
Glen Eden,5,Prompt service,21/10/2024 9:27:00 AM,$9.30,4976430,,
Takanini  ,5,Great friendly service and amazing coffee,21/10/2024 9:27:00 AM,$5.30,4976431,,
Upper Hutt,5,Food in cabinet is amazing. Coffee is slow to be served but is always good,21/10/2024 9:14:00 AM,$0.00,4976432,,
Glen Eden,5,The staff and yummy food,21/10/2024 8:47:00 AM,$8.00,4976433,,
Wanganui  ,5,"Great food, great service, wonderful staff",21/10/2024 9:15:00 AM,$20.10,4976435,,
Riccarton,5,"I always get great service from the friendly staff, have heard others complain but I always happy",21/10/2024 9:24:00 AM,$10.40,4976436,,
Palmerston Nth,1,ABCs needs to purchase new coffee beans as the cuppuccino tasted like milk terrible coffee!!!!!!,20/10/2024 9:28:01 AM,$0.00,4976437,,
Levin  ,5,Great service. Staff so helpful and smile.,21/10/2024 8:20:00 AM,$10.80,4976438,,
Timaru,5,Good service and food,21/10/2024 6:12:00 AM,$14.80,4976442,,
Riccarton,5,"very good cofy, friendly staff",20/10/2024 9:18:00 AM,$11.00,4976445,,
Pukekohe ,3,Friendly welcome but this store never asks about card rewards. Unless I remember to ask it’s never offered.,21/10/2024 8:45:00 AM,$8.30,4976446,,
Kapiti  ,5,friendly atmosphere and great service,21/10/2024 9:29:00 AM,$9.30,4976447,,
Pakuranga,5,The staff are just so friendly and the coffee was lovely and hot!,21/10/2024 7:37:00 AM,$5.00,4976449,,
Hornby  ,4,My coffee was terrible so I didn’t drink it was disappointed but food was lovely ??,21/10/2024 9:08:00 AM,$14.50,4976451,,
Rangiora,5,beautiful date scone coffee better than last visit not so bitter,21/10/2024 7:11:00 AM,$4.50,4976452,,
Ellerslie ,5,The service at my local ABCs coffee is fantastic! The baristas are very friendly and conversational. Make me feel very welcome and appreciated every time I come in!,21/10/2024 9:29:00 AM,$14.30,4976453,,
Auckland Central,5,Really quick service,21/10/2024 8:35:00 AM,$4.50,4976455,,
Nelson ,5,The service of the staff and the range of foods,21/10/2024 9:00:00 AM,$37.50,4976456,,
Masterton  ,5,always great coffee and scones,21/10/2024 8:34:00 AM,$9.50,4976457,,
Auckland Central,4,Employ aime from whanganui ABCs she is amazing,19/10/2024 7:42:01 AM,$0.00,4976458,,
Hornby  ,5,"Good food, Good service",20/10/2024 9:18:00 AM,$11.50,4976459,,
MT Wellington  ,5,Fast and friendly service with the usual amazing coffee.,21/10/2024 6:47:00 AM,$6.10,4976460,,
Queenstown  ,4,Maybe more variety in cabinet,21/10/2024 9:23:00 AM,$0.00,4976462,,
Palmerston Nth ,5,Friendly service and smiling faces,21/10/2024 9:49:00 AM,$0.00,4976463,,
Nelson  ,5,Service and food and coffee all superb!,21/10/2024 9:43:00 AM,$13.10,4976464,,
Riccarton,5,"Food excellent. Service superb...served by delightful friendly staff. As a local this is ‘my place’ for good food, good coffee, and pleasant place to relax. Thankyou. Jean B",20/10/2024 9:44:00 AM,$10.40,4976465,,
Richmond,5,"The service - it always is positive experience when visiting - the Team remember your name and your orders 
Service is prompt.",21/10/2024 9:15:00 AM,$11.10,4976467,,
Glen Eden,5,"The service we receive at Glen eden colombus is 2nd to none, Phoenix is amazing! They make us feel welcome, even the owners will pop over and say hello or wave, such a family orientated atmosphere.",20/10/2024 9:04:00 AM,$41.80,4976468,,
Petone  ,5,The Service,21/10/2024 8:08:00 AM,$37.00,4976469,,
Marlborough  ,5,Very friendly professional staff. Great service.,21/10/2024 8:31:00 AM,$0.80,4976470,,
Kapiti  ,4,Make coffee hotter,21/10/2024 9:16:00 AM,$0.00,4976471,,
Palmerston Nth,5,Yummy just tried the new menu ...great naked burritos,21/10/2024 9:49:00 AM,$38.40,4976472,,
Albany ,4,Scone very crimbly made a bit of a mess,21/10/2024 9:44:00 AM,$19.00,4976473,,
Palmerston Nth ,5,Great coffee,21/10/2024 9:31:00 AM,$25.80,4976477,,
Ruakura  ,5,The service,21/10/2024 10:02:01 AM,$5.22,4976478,,
Palmerston Nth,4,Pruces just went up sonill still rnjoy my vokumbus coffee but maybe a little less often,21/10/2024 9:45:00 AM,$3.75,4976479,,
Pukekohe ,5,Cajun chicken paninis are top tier,21/10/2024 7:26:00 AM,$13.60,4976483,,
Petone  ,4,Nothing really.. just some time my points dont get added.,21/10/2024 10:05:01 AM,$4.50,4976484,,
Oamaru  ,5,Raspberry n white chocolate muffin was fabulous,21/10/2024 10:05:01 AM,$4.80,4976485,,
Rotorua,5,The lovely lady who makes the best coffee in town. Always has a friendly word for everyone no matter how busy she is.,21/10/2024 9:14:00 AM,$5.30,4976488,,
Hornby  ,5,Great service,21/10/2024 10:10:00 AM,$4.60,4976490,,
Cambridge  ,5,Great service and Extra Hot coffee which i asked for Perfect,21/10/2024 9:51:00 AM,$4.24,4976492,,
Glen Eden,5,Always lovely and friendly staff,21/10/2024 7:27:00 AM,$10.60,4976493,,
Taupo  ,5,friendly staff and great food,21/10/2024 8:42:00 AM,$30.30,4976495,,
Auckland Central,5,Delicious food and coffee every time?,21/10/2024 10:21:00 AM,$13.40,4976496,,
Petone  ,5,Service and selection of food available,21/10/2024 9:33:00 AM,$15.10,4976498,,
Wanganui  ,5,"Good food choices and coffee, great service",21/10/2024 8:33:00 AM,$20.80,4976502,,
Richmond,5,"Service,smiles and good coffee.",21/10/2024 9:33:00 AM,$4.00,4976503,,
Oamaru  ,3,Could you ask whether we want a single shot of coffee and what size cup we would like.,21/10/2024 8:37:01 AM,$19.80,4976508,,
Pukekohe  ,5,Good service and they offered to use my points for free coffees - most places don’t offer the free coffees,21/10/2024 8:50:00 AM,$9.00,4976509,,
Greymouth  ,5,"Good coffee, always friendly staff and food is pretty good, although it would be great to have more gluten free options",21/10/2024 8:16:00 AM,$12.00,4976510,,
Bethlehem,5,Pleasant service ok price.,21/10/2024 9:26:00 AM,$4.00,4976513,,
Oamaru  ,5,"Friendly service, good coffee, yummy food, clean and sunny. Thanks",21/10/2024 10:00:01 AM,$22.70,4976516,,
Hastings  ,5,The food was amazing and customer service is always fantastic!!!,21/10/2024 9:19:00 AM,$20.50,4976517,,
Warkworth  ,5,Kat is always lovely and helpful and sitting outside in the garden is restful and food is lovely too,21/10/2024 10:19:00 AM,$16.80,4976519,,
Albany  ,5,"Good service, quite quick, nice coffee",21/10/2024 9:30:00 AM,$6.50,4976520,,
Rotorua,4,Some of the food didnt look as fresh as it couldve,21/10/2024 9:46:00 AM,$18.50,4976521,,
Hastings  ,5,Lovely staff good food,21/10/2024 10:31:00 AM,$15.80,4976522,,
Albany ,4,The service is always good,21/10/2024 10:36:00 AM,$5.30,4976524,,
Albany  ,5,The staff (at the branch we go to) are always friendly and welcoming and when we have ordered food it’s been great.,21/10/2024 9:02:00 AM,$5.80,4976529,,
Invercargill,5,"The staff are all absolutely amazing ?? 
Super friendly and always know my coffee order before i even ask or they already ready have it on ???? 100% recommend",21/10/2024 7:41:00 AM,$9.80,4976530,,
Whangarei  ,5,Always lovely coffee and yummy food ??,21/10/2024 8:40:00 AM,$25.00,4976534,,
Wanganui  ,5,Very friendly staff. Made to feel very welcome and great beverages and food,21/10/2024 8:59:00 AM,$10.50,4976535,,
Bethlehem,5,Atmosphere! Lovely staff!,21/10/2024 9:22:00 AM,$0.00,4976536,,
Timaru,5,Quick friendly service,21/10/2024 7:45:00 AM,$16.50,4976539,,
Napier  ,5,Good friendly staff and nice coffee.,21/10/2024 8:36:01 AM,$5.00,4976541,,
Oamaru  ,5,"Staff are lovely and so is coffee, a nice clean cafe..",21/10/2024 8:39:00 AM,$8.80,4976542,,
Te Rapa  ,5,Very pleasant friendly young male assistant when ordering coffee. Made you feel appreciated.,21/10/2024 9:49:00 AM,$5.30,4976543,,
New Lynn  ,5,"Fast service, friendly staff from beginning to end",21/10/2024 7:59:00 AM,$27.20,4976544,,
Cambridge  ,5,Great bacon and egg pie,21/10/2024 10:10:00 AM,$14.00,4976546,,
Gisborne  ,5,"Good food, friendly service and a nice latte.",21/10/2024 9:01:00 AM,$23.65,4976549,,
Napier  ,5,"Good customer service, tasty food, hot coffee.",21/10/2024 9:30:00 AM,$17.60,4976550,,
Gate Pa ,4,Offer vegan options,21/10/2024 10:59:00 AM,$8.00,4976553,,
Lincoln Road,5,Always great coffee,21/10/2024 10:37:00 AM,$5.80,4976555,,
Invercargill  ,4,That everything comes out at once,21/10/2024 10:44:00 AM,$27.40,4976557,,
Rangiora,5,Great coffee and quick service.,21/10/2024 10:56:00 AM,$10.60,4976558,,
Westgate  ,5,Good service. Great scones.,21/10/2024 10:55:00 AM,$4.50,4976559,,
Timaru,5,Just had a coffee but the food cabinet looked amaze balls and the staff were all very friendly. Thanks,21/10/2024 7:52:00 AM,$3.80,4976561,,
Oamaru  ,5,Very friendly courteous staff,21/10/2024 10:39:00 AM,$0.00,4976563,,
Petone  ,5,"Great coffee, very pleased to now have a ABCs back in Lower Hutt ??",21/10/2024 9:42:00 AM,$9.80,4976564,,
Invercargill  ,5,Great coffee & meal selections. friendly staff & great service.,21/10/2024 11:05:01 AM,$37.90,4976566,,
MT Wellington  ,5,"The staff there are always welcoming and very very friendly, plus the food is very good.",21/10/2024 9:40:00 AM,$17.50,4976569,,
Taupo  ,5,They staff are alway polite and helpful,21/10/2024 10:46:00 AM,$37.40,4976570,,
Richmond,5,"Lovely coffee with my Mum, asked for it super hot and as always that’s what we got, great service friendly staff and nice clean environment",21/10/2024 9:04:00 AM,$5.30,4976576,,
Pukekohe  ,5,It is a great place to come. The people are friendly and the food is good,21/10/2024 9:20:00 AM,$8.30,4976577,,
Wellington central,5,The customer service and quality of food and drinks are always top notch!,21/10/2024 7:38:00 AM,$12.60,4976580,,
Hornby  ,5,"Good food, good coffee and good service!",20/10/2024 10:36:00 AM,$9.90,4976581,,
New Lynn  ,5,"always pleasant, polite and make it work for us and the dogs",21/10/2024 9:27:00 AM,$0.00,4976583,,
Te Awamutu  ,5,Make more scones and muffins when you know the Bike group is coming - thats what they ride for!,21/10/2024 9:16:00 AM,$9.30,4976584,,
Te Awamutu  ,5,The coffee flavor,20/10/2024 11:03:00 AM,$9.40,4976590,,
Hastings  ,5,The extremely cheerful staff and delicious apple walnut muffin ??.,21/10/2024 8:43:00 AM,$13.77,4976592,,
Whangarei  ,4,NOT 100% SURE AS IT WAS PRETTY GOOD,20/10/2024 10:02:00 AM,$9.50,4976594,,
Gisborne  ,5,The amazing service that I always get & the lovely welcome as I get to the counter. Best in any ABCs Café I have ever had.,21/10/2024 9:47:00 AM,$5.00,4976596,,
Kapiti  ,5,Prompt service Queue clear,21/10/2024 10:33:00 AM,$21.80,4976597,,
Papanui  ,5,"Great service, amazing food!",21/10/2024 9:27:00 AM,$47.10,4976601,,
Gate Pa ,5,Friendly staff and food delicious,21/10/2024 8:11:00 AM,$39.50,4976603,,
Bethlehem,5,"Staff are friendly and very helpful, coffee is a wholesome flavour",21/10/2024 9:30:00 AM,$5.30,4976606,,
Nelson ,5,"Good service, thanks",21/10/2024 11:10:01 AM,$18.50,4976607,,
Takanini  ,5,Coffee,21/10/2024 10:32:00 AM,$20.50,4976608,,
New Lynn  ,5,Nice environment and good services.,21/10/2024 8:06:00 AM,$11.80,4976609,,
Aubyn  ,5,Fabulous friendly staff!,21/10/2024 11:01:00 AM,$9.00,4976610,,
Gate Pa ,5,"Always clean and well presented with friendly staff and the food and coffee is great.
We live in Whakatane and when near Tauranga ABCs is our place to eat and drink.",20/10/2024 11:52:00 AM,$30.60,4976613,,
Te Rapa  ,5,The happy friendly staff.,21/10/2024 9:47:00 AM,$15.60,4976614,,
Whangarei  ,4,Clean the concrete in the outdoor area,21/10/2024 7:48:00 AM,$37.50,4976617,,
New Plymouth  ,5,"Nice service Coffee is good as well
The place is clean",21/10/2024 10:03:01 AM,$25.60,4976619,,
Levin  ,5,"everything was very clean, and staff went out of their way to help us",21/10/2024 11:31:00 AM,$5.80,4976622,,
Levin  ,5,Good Coffee,21/10/2024 11:19:00 AM,$9.80,4976623,,
Ellerslie ,4,.,21/10/2024 11:42:00 AM,$17.30,4976627,,
Hornby  ,5,"Speedy service, cabinet was full!",21/10/2024 9:16:00 AM,$13.50,4976628,,
Nelson  ,4,Improve the service,21/10/2024 10:56:00 AM,$9.50,4976629,,
New Plymouth  ,5,"Great coffee and food,also great service",21/10/2024 9:18:00 AM,$9.70,4976630,,
Warkworth  ,4,I like ABCs (one of your very earliest customers in High Street) but I do not make a practice of recommending goods or services to family or friends.,21/10/2024 10:14:00 AM,$26.50,4976632,,
Palmerston Nth ,2,"ABCs Coffee have invested money into a customer card system and I believe it is not being used to the full potential. The card displays to the staff my name, it is on very rare occasions that some staff take the time to address me by my name, today there was not even a welcome. When you are addressed by your name you feel valued.",21/10/2024 8:31:00 AM,$5.20,4976635,,
Levin  ,5,"Gd service nice atmosphere, hey friends and family, meet you there??",21/10/2024 9:05:00 AM,$6.10,4976636,,
New Lynn  ,2,Long black coffee was cold,21/10/2024 9:48:00 AM,$4.00,4976637,,
Bethlehem,3,Friendly staff,21/10/2024 7:46:00 AM,$5.00,4976641,,
Ferryhead,5,The service,21/10/2024 12:10:00 PM,$4.50,4976643,,
Westgate  ,5,The beautiful cappuccino slice. The friendly efficient staff and the open view.,21/10/2024 9:39:00 AM,$14.80,4976644,,
Masterton  ,2,"when I ordered our items.... wish the assistant had LISTENED as no cake was bought and they said not ordered, my friend said I can remember Adele asking for a Marshmellow one... it was not there when we left so someone got it.. but they showed my receipt not ordered, oh yes it was.. I have been housebound for over 6 months and it was my shout with the friend for lunch at Mitre 10 Cafe.. most disappointed, also the sandwiches the bread was dry, perhaps wrap in glad wrap before boxing would keep them fresher.. have had better items last year.... we used to call in after swimming.. Adele (clareville)",21/10/2024 10:38:00 AM,$24.80,4976645,,
Manukau  ,5,Your service and food quality,21/10/2024 12:06:00 PM,$9.50,4976646,,
Bethlehem,5,Good food hot coffee,21/10/2024 11:14:00 AM,$10.10,4976649,,
Riccarton,5,Friendly service and good food and coffee,20/10/2024 11:47:00 AM,$12.90,4976650,,
Broadway,5,"Everything was great, thanks. Coffee was lovely and staff friendly.",21/10/2024 9:04:00 AM,$5.80,4976651,,
Timaru,5,Service,21/10/2024 8:12:00 AM,$5.80,4976657,,
Oamaru  ,3,"I always order a single shot naked cappuccino which this morning, was an obvious double shot and the coffee tasted burnt. The scone which I requested two squares of butter, (and only received one), was quite tasteless. Sorry, but I may be changing my coffee stop!",21/10/2024 8:38:00 AM,$4.80,4976659,,
Kerikeri,5,"Great food and always friendly staff :) One request, is there any chance you could start stocking Tea Total blackcurrant tea (flavoured black tea) in the range that you sell as tea leaves? I buy my earl great from the cafe but have to order the blackcurrant online - I'd rather buy it here. Thank you!",21/10/2024 8:58:00 AM,$18.50,4976661,,
Cambridge  ,4,Drop your cake prices a bit. A bit expensive for an 82 year old. Love your coffee.,21/10/2024 9:28:00 AM,$9.50,4976662,,
Kapiti  ,5,"Great, friendly service and lovely coffee!",21/10/2024 9:09:00 AM,$6.60,4976664,,
Whangarei  ,5,Friendly staff. Relaxing atmosphere.,21/10/2024 10:41:00 AM,$44.60,4976665,,
New Lynn  ,5,Enjoy the environment - staff always friendly and food especially the coffee always good.,20/10/2024 9:16:01 AM,$15.90,4976666,,
Bethlehem,5,"Pleasant staff, beautiful coffee, nice outdoor area to chat to a friend.",21/10/2024 9:18:00 AM,$8.30,4976667,,
